Date,AEM.TO,AGU.TO,ARX.TO,BMO.TO,BNS.TO,ABX.TO,BCE.TO,BB.TO,BBD-B.TO,BAM-A.TO,CCO.TO,CM.TO,CNR.TO,CNQ.TO,COS.TO,CP.TO,CTC-A.TO,CCT.TO,CVE.TO,GIB-A.TO,CPG.TO,ELD.TO,ENB.TO,ECA.TO,ERF.TO,FM.TO,FTS.TO,WN.TO,GIL.TO,G.TO,HSE.TO,IMO.TO,K.TO,L.TO,MG.TO,MFC.TO,MRU.TO,NA.TO,PPL.TO,PWT.TO,POT.TO,POW.TO,RCI-B.TO,RY.TO,SAP.TO,SJR-B.TO,SLW.TO,SNC.TO,SLF.TO,SU.TO,TLM.TO,TCK-B.TO,T.TO,TRI.TO,THI.TO,TD.TO,TA.TO,TRP.TO,VRX.TO,YRI.TO
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,-0.02110439857384261,-0.01075107486760185,-0.0007171029349968272,0.004451045924259489,0.0011120820909402696,-0.011982430420282686,-0.002761161441327875,-0.01472419239393652,-0.0022148403295527697,-0.0009832842483490367,-0.015137469747228405,-0.0067277831772791785,-0.0025288726281704754,-0.00929428706256008,-0.008127923369727341,0.000505401489056645,0.0,-0.008644454616341335,-0.008284479553001933,0.001717721578953224,-0.01120310463657459,-0.01753032940499688,-0.0022276685532238716,-0.013510067685956084,-0.014694141939220806,0.0015818616533462837,-0.0027313093114940123,-0.004514080952549904,-0.008914303994109751,-0.017608357030922672,-0.005607491328945002,-0.003254858032466945,0.0020811662038244805,-0.012359299453665429,0.0,0.006910195315509071,-0.012619434934808993,-0.0007076306463460469,-0.0019523085269499418,-0.010140931976049039,-0.009638628837768781,-0.0006568144735306092,-0.008123878250467342,-0.0027861298175313465,0.0008392782699950807,-0.0004155412484476706,-0.01074797628192714,0.010498221753444614,-0.0027785513847242704,-0.005594420185324189,-0.006700192569819574,-0.025083313904190607,0.0045274553849634636,0.0025947082538726463,-0.0003316199665608366,-0.0002094460160551037,0.0,-0.0034342167257186418,-0.0031246269863958176,-0.019293202934679066
2014-01-06,0.012508849691708956,-0.0017137964777349524,-0.0035932485661254177,-0.002816694472136838,-0.011016316406824878,0.014051753455650573,-0.006472514505617699,0.050613211514882295,-0.008908744889109643,-0.005425414047929955,-0.00909750109822971,-0.007593938006596801,-0.01359640251709937,-0.001167883344423526,0.0,-0.014761354754184275,0.0017392198358239241,-0.014308670195561035,-0.011855090029528004,-0.004587164006906175,0.002411253680002279,0.004811556997222244,-0.009185681256142164,0.0005439216886888865,-0.007705046374405278,-0.0005270092348590438,-0.0023960305832257944,-0.0025314782688168336,0.0005371050169404867,0.007768705450619695,-0.0025023472550809167,-0.010487314820686322,0.020576857688759498,0.003164944820843285,-0.00733557477774216,-0.004436783220990392,0.0009287926364285326,-0.01139072591206114,-0.0070038106722019045,0.005646542388209941,0.004830927269666052,-0.010900190499842477,0.0004408199321992434,-0.009738899461867234,0.004603481659775088,-0.002913633694929807,0.01341701701230491,-0.0021335617225100023,-0.004461803274839582,0.0,-0.016095222507857887,-0.003523198007317152,-0.01192857086527388,0.0007771014508408669,-0.006488667637306378,-0.008836581800498067,0.01607382483106079,-0.01625699616446319,-0.03786070113977846,0.010764366587158403
2014-01-07,0.00688233962294138,-0.005698021114637797,0.012164729616266357,0.0013352127196943897,-0.004021560957715664,0.004125843913557414,0.00393473485314777,0.07141844288077603,-0.004484312447328609,-0.006698945781079768,0.022825527342224206,-0.003995304962040258,0.005120338887975251,0.00495411183725869,0.011360684805811871,0.007089736846997319,0.004792748683782655,0.034815198758046506,0.013240611553563486,-0.006920442844573493,-0.006712335579392992,0.009554212804811613,0.010745570151829309,0.006504087969176453,0.015351178655760744,-0.028879012265190962,0.005127339894719807,0.007442883907078368,0.0017882694322111092,0.009413847869377268,0.009661910911736626,0.012875246054167455,0.0020345886977874983,-0.0014594991644538702,0.02161484361564714,0.0029600416284769615,-0.0010836753131107102,-0.0026287504682680485,0.00476792377091817,0.02227263560912318,0.007501910651794397,-0.016407533653989947,0.00637014784521206,0.0038478662246292927,0.001668752994679057,0.002082032815403867,0.0062001970104019755,-0.00021360675078563318,-0.003359465645579096,0.015862305594962045,0.02362979142979693,-0.007083854888404684,0.013339207296116928,0.002327687589188443,0.008145668844935727,-0.0006341824544016106,-0.006092935833381219,0.0030547699949567964,0.11808856999665363,0.01908859656252293
2014-01-08,-0.015204162960433809,0.02154520199455945,-0.02193149200598077,0.0008891524000143036,-0.001290322759670559,-0.015037877364540098,-0.0034710204928791732,0.0065430985889358695,-0.013574869091068864,-0.005491776158907058,0.006093292815660067,-0.004720886851081296,-0.015959154676089327,0.002322881416139566,0.0,-0.0031235085155847386,-0.004486141292143309,0.016488103585829528,-0.00799309207811838,-0.002897712836071431,-0.0026976007726480233,0.00946379303095024,0.008646545389341842,-0.004874095758245378,0.00488467728360753,0.01240242373746625,0.0017032877563716298,0.017067501080513914,0.012429137278259894,-0.010704448177577763,-0.007472014838700858,-0.013094905582782701,-0.0020345886977874983,0.032569928685425076,0.008101896169420364,0.02385121582217975,0.012621377334371076,0.0007176175406637952,-0.0025213628709770397,0.005491501993675207,0.028586004209155913,0.0013495278701332047,0.003060780701742871,0.0004430333085831961,0.0033291749433774775,-0.0024989600676388335,-0.007533826903552754,0.009990517785863684,0.019714646563903315,0.007974743212278312,0.004991690897241163,-0.012318852386447698,-0.006505467717551561,-0.00310478904002931,-0.0053120974848894775,0.0016902602798758437,0.018168554268808812,0.003696861881326008,0.026383669434399515,0.015633460661928833
2014-01-09,-0.02467520327116235,0.0030553677037596927,-0.015015847050828146,0.002958144443774735,0.0016126434715664217,-0.006815229524470556,-0.0016239418949908213,0.02892542314299229,-0.025376217493374487,-0.002255357427634941,-0.0009350164309065434,0.006955524652497935,-0.0010384216924812506,-0.0037774271271340254,-0.0010764263687383924,0.021662408848329484,-0.002250640336217913,0.023862099782199664,0.00034885749525281895,0.02266629815849397,-0.0032467560988700406,-0.023829562832984097,0.012286244940769908,0.0010851873012871494,-0.00488467728360753,-0.025510202889166944,-0.0027266547227093874,0.005322959663414117,-0.0024734994943287347,0.01834131176792253,-0.0009379397279762891,0.001975200905533381,-0.02265802389258398,0.008213116682943333,0.005403243587651652,0.02938600073166997,-0.0003059507443170517,0.009519348419686935,0.00726666137768639,-0.040228888222785475,-0.007289724656192931,0.0006740815893939711,-0.014733636509260961,0.0017701730540657934,0.002075120064004121,0.004576667027411663,-0.028882874148786097,0.010729039492224146,0.017443887399167135,-0.004667132699520238,-0.020118029727393072,-0.021827867434947912,-0.008549496362068254,0.005942402191336793,-0.0003329449006956864,-0.00021112635990983009,-0.0067745836817549865,0.007568421898465516,0.03452407377548994,-0.0272553558679145
2014-01-10,0.05011487012562332,0.016173984343555325,0.006986606834591846,0.0019181119860931517,-0.0011285773064058091,0.029543480602026495,0.019087621015106304,0.009458819865323154,0.025376217493374487,0.008991069559856957,0.013472909951368628,-0.004592295382961353,0.013928520251153209,0.03039224745545388,0.005370582189017092,0.03583645225749876,0.0019440329445785665,0.013279427896739637,0.006258713058830079,-0.025281438396535183,0.0032467560988700406,0.04403227015050337,0.001307474581552892,0.017737632469969622,0.014583029162283712,0.013107779151700694,-0.002734109700468501,0.0012939960397710948,0.016665590523624374,0.03977326220606692,0.008099732755596278,0.0030648009979210578,0.02265802389258398,0.01092399009618683,0.020090341454150895,0.004659840678047367,-0.00444683704485449,0.0021294223118015765,0.007490671729157405,0.021433420602747333,0.011348877808654567,0.002355713692459016,0.00530270796230603,0.0007366482837722899,0.017263067423780587,0.009090971701251949,0.05175106505244553,0.01102914103649244,0.004582835895233117,0.017728542876337627,0.012621118313214996,0.0073290230341189755,0.008265687647235342,0.016351922853605316,-0.003335560130631521,-0.0038079165962212613,0.010518504191220135,-0.0019407014177339477,0.013771367428707215,0.03446816405715536
2014-01-13,0.04448127894504461,-0.005397003240242171,-0.014022369981432359,0.004999275226109212,-0.0025843981433508745,-0.004607123582895056,0.005678606968843258,-0.04821501579144316,-0.004566217979581122,-0.004985055188918341,-0.01394074621721142,0.004827230189633269,-0.009608859106637446,-0.009363098619829646,0.001605566306909445,-0.022000338868608083,-0.008314135652267574,-0.0007331378627499774,-0.006956549793359912,-0.0002909937456876399,-0.009499325062117148,0.04364876466901335,-0.010507977598415152,-0.015029805199384239,-0.0113239279613766,0.005950788455977296,-0.0027416055554945196,-0.0038870222560696277,0.018273220052916095,-0.010206253119192432,-0.005288548645939528,-0.01853130462188357,0.012145898302108105,-0.0018509954382510685,0.0050440055380178705,-0.023043577830833772,0.004905728066291637,0.0,-0.0066555986117360355,-0.02029381933981389,0.002023414478475427,-0.007422436235807517,-0.005524265512785842,0.00044172863856051237,0.006498804351166232,-0.012417378094869758,0.013388237118515889,0.0030994962307251406,-0.011632756634452068,-0.018279052111270122,-0.020270964373619194,0.006066752682237553,0.006225260624990625,-0.0053360563660520555,-0.016846759619225438,0.0010592099284965073,0.0007471050029987936,0.00366261316475347,-0.025617438735697107,0.020325903014038804
2014-01-14,-0.019341694580948587,0.03225590653442367,-0.006337393065017682,-0.0014677824446378551,-0.009098356832914156,-0.011871107149489912,0.00654703772146048,-0.00109829774906256,-0.01150760685147989,0.010934502584011963,0.04349506818205384,-0.005063301956546695,-0.009179938026768752,0.0028465718054295763,-0.002677377770716305,0.001662306062326202,-0.0038209371627306865,0.0021978030824794104,-0.005249355886143725,0.001163467263297857,-0.008214723084337017,-0.029897593056188887,-0.003527340517968547,0.009687912154598077,0.002166848085090045,-0.0021598280534300685,0.0,-0.0023394863802694843,0.0022182416740283983,-0.02619147845559322,0.0006236358169067202,0.0006677796575367267,-0.0162275366217568,-0.0030151942129217346,0.015201402294947819,-0.00047585059189581,-0.006443716680744949,-0.008783439258202463,0.0011123471669742813,-0.004566217979581122,0.040741136501117214,0.0037181046720546895,0.01735353817240126,-0.0042782391728311,0.005249355886143725,-0.017223698201597415,-0.012519049753929146,-0.0002063344689049451,-0.002451983247286904,-0.000826332508113925,0.004257137123318877,0.008831851867828533,0.0059063594568575795,-0.0030620080060961286,0.0022061952096565918,-0.005307304677258706,-0.005992527296061034,0.0010746911297654371,0.03933732221610775,0.014977813697035103
2014-01-15,0.03320617589640662,0.011820231782959212,0.002987306179735416,0.0019076974015090897,0.0006526350370332779,0.01443324024465742,-0.001801802289262966,0.0281708769666964,0.018349138668196652,0.008613317678114907,0.03348330412678857,0.006589034310498398,0.02440822443682933,-0.0017069705424961334,0.0053476063265951446,0.0033163452368505375,-0.004770803489815734,-0.0062396972494811465,-0.0003509387647882001,0.013570296308206942,0.002197199455769905,0.016554177882504684,-0.003983187386294773,0.005341893044786161,0.023001816456828195,0.04077875034199607,-0.0003432297957153274,0.009454192027216202,-0.0025599467858450353,-0.0021083710108276144,-0.0003117692932503857,0.0059900345493306695,0.012195273093818404,0.010168795735807201,0.010516035129184864,0.017457390739989975,0.011781943343633472,0.0076009867141366705,0.0016662042177499892,0.00911168035125609,0.024374751858035726,0.0193791564167074,-0.006993035490970634,0.002215167412494168,0.009619312650126943,-0.005097717071668839,0.013805223564673508,0.004118621966996638,0.014353665525419945,0.0030265534177162934,0.00677394630895467,0.03842103298271704,0.004755918881868215,0.008144611069562213,0.0005084314998100581,0.0033999182772181946,-0.003009784062903975,-0.0027966028767849593,-0.010700391754483896,-0.01598435630843653
